name,has_strain_result
LL3-B2B__2020-07-06_SPD__AgedB6-1061,True
LL3-B2B__2020-07-07_SPD__AgedB6-0432,True
LL3-B2B__2020-07-07_SPD__AgedB6-0955,True
LL3-B2B__2020-07-07_SPD__AgedB6-1036,True
LL3-B2B__2020-07-07_SPD__AgedB6-1214,True
LL3-B2B__2020-07-07_SPD__AgedB6-1215,True
LL3-B2B__2020-07-07_SPD__AgedB6-1216,True
LL3-B6__2021-06-01_SPD__AgedB6-1418,True
LL3-B6__2021-06-01_SPD__AgedB6-1523,True
LL3-B6__2021-06-01_SPD__AgedB6-1525,True
LL3-B6__2021-06-01_SPD__AgedB6-1531,True
LL3-B6__2021-06-07_SPD__AgedB6-1409,True
LL3-B6__2021-06-07_SPD__AgedB6-1410,True
LL3-B6__2021-06-08_SPD__AgedB6-2203,True
LL3-B6__2021-06-08_SPD__AgedB6-2271,True
LL3-B6__2021-06-08_SPD__AgedB6-2272,True
LL3-B6__2021-06-08_SPD__AgedB6-2273,True
LL3-B6__2021-06-08_SPD__AgedB6-2274,True
LL3-B6__2021-06-09_SPD__AgedB6-2288,True
LL4-B2B__2019-09-04_SPD__LL4-1_AgedB6-0388,True
LL4-B2B__2019-09-04_SPD__LL4-1_AgedB6-0624,True
LL4-B2B__2019-09-04_SPD__LL4-2_AgedB6-0437,True
LL4-B2B__2019-09-04_SPD__LL4-2_AgedB6-0625,True
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0255,True
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0438,True
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0626,True
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0256,True
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0439,True
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0627,True
LL4-B2B__2019-12-23_SPD__LL4-1_AgedB6-0451,True
LL4-B2B__2019-12-23_SPD__LL4-1_AgedB6-0671,True
LL4-B2B__2019-12-23_SPD__LL4-2_AgedB6-0452,True
LL4-B2B__2019-12-23_SPD__LL4-2_AgedB6-0672,True
LL4-B2B__2019-12-23_SPD__LL4-3_AgedB6-0453,True
LL4-B2B__2019-12-23_SPD__LL4-3_AgedB6-0673,True
LL4-B2B__2019-12-23_SPD__LL4-4_AgedB6-0454,True
LL4-B2B__2019-12-23_SPD__LL4-4_AgedB6-0674,True
LL4-B2B__2019-12-24_SPD__LL4-1_AgedB6-0539,True
LL4-B2B__2019-12-24_SPD__LL4-2_AgedB6-0409,True
LL4-B2B__2019-12-24_SPD__LL4-3_AgedB6-0410,True
LL4-B2B__2019-12-24_SPD__LL4-4_AgedB6-0411,True
LL4-B2B__2020-01-02_SPD__LL4-1_AgedB6-0682,True
LL4-B2B__2020-01-02_SPD__LL4-2_AgedB6-0683,True
LL4-B2B__2020-01-02_SPD__LL4-2_AgedB6-0844,True
LL4-B2B__2020-01-02_SPD__LL4-3_AgedB6-0684,True
LL4-B2B__2020-01-02_SPD__LL4-3_AgedB6-0845,True
LL4-B2B__2020-01-02_SPD__LL4-4_AgedB6-0846,True
LL4-B2B__2020-01-03_SPD__LL4-1_AgedB6-0864,True
LL4-B2B__2020-01-03_SPD__LL4-1_AgedB6-0874,True
LL4-B2B__2020-01-03_SPD__LL4-2_AgedB6-0865,True
LL4-B2B__2020-01-03_SPD__LL4-2_AgedB6-0873,True
LL4-B2B__2020-01-03_SPD__LL4-3_AgedB6-0866,True
LL4-B2B__2020-01-03_SPD__LL4-3_AgedB6-0872,True
LL4-B2B__2020-01-16_SPD__LL4-1_AgedB6-0914,True
LL4-B2B__2020-01-16_SPD__LL4-3_AgedB6-0916,True
LL4-B2B__2020-01-17_SPD__LL4-1_AgedB6-0905,True
LL4-B2B__2020-01-17_SPD__LL4-1_AgedB6-0955,True
LL4-B2B__2020-01-17_SPD__LL4-2_AgedB6-0907,True
LL4-B2B__2020-01-17_SPD__LL4-2_AgedB6-1036,True
LL4-B2B__2020-01-17_SPD__LL4-3_AgedB6-0908,True
LL4-B2B__2020-01-17_SPD__LL4-3_AgedB6-0937,True
LL4-B2B__2020-01-17_SPD__LL4-4_AgedB6-0422,True
LL4-B2B__2020-06-15_SPD__AgedB6-0863,True
LL4-B2B__2020-06-15_SPD__AgedB6-0864,True
LL4-B2B__2020-06-15_SPD__AgedB6-0865,True
LL4-B2B__2020-06-15_SPD__AgedB6-1286,True
LL4-B2B__2020-06-16_SPD__AgedB6-0752,True
LL4-B2B__2020-06-16_SPD__AgedB6-0753,True
LL4-B2B__2020-06-16_SPD__AgedB6-0755,True
LL4-B2B__2020-06-16_SPD__AgedB6-0756,True
LL4-B2B__2020-06-16_SPD__AgedB6-1128,True
LL4-B2B__2020-06-16_SPD__AgedB6-1129,True
LL4-B2B__2020-06-16_SPD__AgedB6-1130,True
LL4-B2B__2020-06-16_SPD__AgedB6-1134,True
LL4-B2B__2020-06-17_SPD__AgedB6-1166,True
LL4-B2B__2020-06-17_SPD__AgedB6-1172,True
LL4-B2B__2020-06-17_SPD__AgedB6-1173,True
LL4-B2B__2020-06-17_SPD__AgedB6-1174,True
LL4-B2B__2020-06-17_SPD__AgedB6-1182,True
LL4-B2B__2020-06-17_SPD__AgedB6-1183,True
LL4-B2B__2020-06-17_SPD__AgedB6-1184,True
LL4-B2B__2020-06-17_SPD__AgedB6-1185,True
LL4-B2B__2020-06-25_SPD__AgedB6-0445,True
LL4-B2B__2020-06-25_SPD__AgedB6-0446,True
LL4-B2B__2020-06-25_SPD__AgedB6-1142,True
LL4-B2B__2020-06-25_SPD__AgedB6-1149,True
LL4-B2B__2020-06-25_SPD__AgedB6-1150,True
LL4-B2B__2020-06-25_SPD__AgedB6-1151,True
LL4-B2B__2020-06-25_SPD__AgedB6-1195,True
LL4-B2B__2020-06-26_SPD__AgedB6-1225,True
LL4-B2B__2020-06-26_SPD__AgedB6-1227,True
LL4-B2B__2020-06-26_SPD__AgedB6-1228,True
LL4-B2B__2020-06-26_SPD__AgedB6-1229,True
LL4-B2B__2020-06-26_SPD__AgedB6-1261,True
LL4-B2B__2020-06-26_SPD__AgedB6-1262,True
LL4-B2B__2020-06-26_SPD__AgedB6-1276,True
LL4-B2B__2020-06-26_SPD__AgedB6-1278,True
LL4-B2B__2020-06-29_SPD__AgedB6-1070,True
LL4-B2B__2020-06-29_SPD__AgedB6-1071,True
LL4-B2B__2020-06-29_SPD__AgedB6-1072,True
LL4-B2B__2020-07-06_SPD__AgedB6-0534,True
LL4-B2B__2020-07-06_SPD__AgedB6-0538,True
LL4-B2B__2020-07-06_SPD__AgedB6-0539,True
LL4-B2B__2020-07-06_SPD__AgedB6-0547,True
LL4-B2B__2020-07-06_SPD__AgedB6-0675,True
LL4-B2B__2020-07-06_SPD__AgedB6-0937,True
LL4-B2B__2020-07-06_SPD__AgedB6-0938,True
LL4-B2B__2020-07-06_SPD__AgedB6-0939,True
LL4-B2B__2020-07-06_SPD__AgedB6-1062,True
LL4-B2B__2020-07-06_SPD__AgedB6-1063,True
LL4-B2B__2020-07-06_SPD__AgedB6-1280,True
LL4-B2B__2020-07-06_SPD__AgedB6-1281,True
LL4-B2B__2020-07-07_SPD__AgedB6-0433,True
LL4-B2B__2020-07-07_SPD__AgedB6-0434,True
LL4-B2B__2020-07-07_SPD__AgedB6-0456,True
LL4-B2B__2020-07-07_SPD__AgedB6-0457,True
LL4-B2B__2020-07-07_SPD__AgedB6-0839,True
LL4-B2B__2020-07-07_SPD__AgedB6-1217,True
LL4-B2B__2020-07-07_SPD__AgedB6-1218,True
LL4-B2B__2020-07-07_SPD__AgedB6-1219,True
LL4-B6__2021-06-07_SPD__AgedB6-1416,True
LL4-B6__2021-06-07_SPD__AgedB6-1459,True
LL4-B6__2021-06-07_SPD__AgedB6-1460,True
LL4-B6__2021-06-07_SPD__AgedB6-1461,True
LL4-B6__2021-06-08_SPD__AgedB6-2206,True
LL4-B6__2021-06-08_SPD__AgedB6-2207,True
LL4-B6__2021-06-08_SPD__AgedB6-2208,True
LL4-B6__2021-06-08_SPD__AgedB6-2209,True
LL4-B6__2021-06-08_SPD__AgedB6-2275,True
LL4-B6__2021-06-08_SPD__AgedB6-2276,True
LL4-B6__2021-06-08_SPD__AgedB6-2277,True
LL4-B6__2021-06-14_SPD__AgedB6-2054,True
LL4-B6__2021-06-15_SPD__AgedB6-2179,True
LL5-B2B__2019-09-04_SPD__LL5-1_AgedB6-0440,True
LL5-B2B__2019-09-04_SPD__LL5-1_AgedB6-0628,True
LL5-B2B__2019-09-04_SPD__LL5-2_AgedB6-0441,True
LL5-B2B__2019-09-04_SPD__LL5-2_AgedB6-0472,True
LL5-B2B__2019-09-04_SPD__LL5-3_AgedB6-0442,True
LL5-B2B__2019-09-04_SPD__LL5-4_AgedB6-0474,True
LL5-B2B__2019-12-23_SPD__LL5-1_AgedB6-0427,True
LL5-B2B__2019-12-23_SPD__LL5-1_AgedB6-0455,True
LL5-B2B__2019-12-23_SPD__LL5-2_AgedB6-0456,True
LL5-B2B__2019-12-23_SPD__LL5-3_AgedB6-0429,True
LL5-B2B__2019-12-23_SPD__LL5-3_AgedB6-0457,True
LL5-B2B__2019-12-23_SPD__LL5-4_AgedB6-0430,True
LL5-B2B__2019-12-23_SPD__LL5-4_AgedB6-0458,True
LL5-B2B__2019-12-24_SPD__LL5-1_AgedB6-0412,True
LL5-B2B__2019-12-24_SPD__LL5-3_AgedB6-0414,True
LL5-B2B__2019-12-24_SPD__LL5-4_AgedB6-0415,True
LL5-B2B__2020-01-02_SPD__LL5-1_AgedB6-0849,True
LL5-B2B__2020-01-02_SPD__LL5-2_AgedB6-0850,True
LL5-B2B__2020-01-02_SPD__LL5-3_AgedB6-0851,True
LL5-B2B__2020-01-02_SPD__LL5-4_AgedB6-0739,True
LL5-B2B__2020-01-03_SPD__LL5-4_AgedB6-0839,True
LL5-B2B__2020-01-16_SPD__LL5-1_AgedB6-0918,True
LL5-B2B__2020-01-16_SPD__LL5-3_AgedB6-0921,True
LL5-B2B__2020-01-17_SPD__LL5-1_AgedB6-0939,True
LL5-B2B__2020-01-17_SPD__LL5-3_AgedB6-0928,True
LL5-B2B__2020-01-17_SPD__LL5-3_AgedB6-0945,True
LL5-B2B__2020-01-17_SPD__LL5-4_AgedB6-0929,True
LL5-B2B__2020-01-17_SPD__LL5-4_AgedB6-0946,True
LL5-B2B__2020-06-15_SPD__AgedB6-1287,True
LL5-B2B__2020-06-15_SPD__AgedB6-1288,True
LL5-B2B__2020-06-15_SPD__AgedB6-1289,True
LL5-B2B__2020-06-15_SPD__AgedB6-1290,True
LL5-B2B__2020-06-16_SPD__AgedB6-0391,True
LL5-B2B__2020-06-16_SPD__AgedB6-0407,True
LL5-B2B__2020-06-16_SPD__AgedB6-1037,True
LL5-B2B__2020-06-16_SPD__AgedB6-1038,True
LL5-B2B__2020-06-16_SPD__AgedB6-1135,True
LL5-B2B__2020-06-16_SPD__AgedB6-1136,True
LL5-B2B__2020-06-16_SPD__AgedB6-1137,True
LL5-B2B__2020-06-16_SPD__AgedB6-1138,True
LL5-B2B__2020-06-17_SPD__AgedB6-0394,True
LL5-B2B__2020-06-17_SPD__AgedB6-1044,True
LL5-B2B__2020-06-17_SPD__AgedB6-1175,True
LL5-B2B__2020-06-17_SPD__AgedB6-1176,True
LL5-B2B__2020-06-17_SPD__AgedB6-1178,True
LL5-B2B__2020-06-17_SPD__AgedB6-1293,True
LL5-B2B__2020-06-17_SPD__AgedB6-1294,True
LL5-B2B__2020-06-17_SPD__AgedB6-1295,True
LL5-B2B__2020-06-25_SPD__AgedB6-1155,True
LL5-B2B__2020-06-25_SPD__AgedB6-1156,True
LL5-B2B__2020-06-25_SPD__AgedB6-1157,True
LL5-B2B__2020-06-25_SPD__AgedB6-1196,True
LL5-B2B__2020-06-25_SPD__AgedB6-1197,True
LL5-B2B__2020-06-25_SPD__AgedB6-1198,True
LL5-B2B__2020-06-26_SPD__AgedB6-1230,True
LL5-B2B__2020-06-26_SPD__AgedB6-1231,True
LL5-B2B__2020-06-26_SPD__AgedB6-1232,True
LL5-B2B__2020-06-26_SPD__AgedB6-1233,True
LL5-B2B__2020-06-26_SPD__AgedB6-1263,True
LL5-B2B__2020-06-26_SPD__AgedB6-1264,True
LL5-B2B__2020-06-26_SPD__AgedB6-1265,True
LL5-B2B__2020-06-26_SPD__AgedB6-1272,True
LL5-B2B__2020-06-29_SPD__AgedB6-1074,True
LL5-B2B__2020-06-29_SPD__AgedB6-1075,True
LL5-B2B__2020-06-29_SPD__AgedB6-1076,True
LL5-B2B__2020-07-06_SPD__AgedB6-0676,True
LL5-B2B__2020-07-06_SPD__AgedB6-0677,True
LL5-B2B__2020-07-06_SPD__AgedB6-0678,True
LL5-B2B__2020-07-06_SPD__AgedB6-0679,True
LL5-B2B__2020-07-06_SPD__AgedB6-0944,True
LL5-B2B__2020-07-06_SPD__AgedB6-0946,True
LL5-B2B__2020-07-06_SPD__AgedB6-0947,True
LL5-B2B__2020-07-06_SPD__AgedB6-1282,True
LL5-B2B__2020-07-06_SPD__AgedB6-1283,True
LL5-B2B__2020-07-06_SPD__AgedB6-1284,True
LL5-B2B__2020-07-06_SPD__AgedB6-1285,True
LL5-B2B__2020-07-07_SPD__AgedB6-0840,True
LL5-B2B__2020-07-07_SPD__AgedB6-0847,True
LL5-B2B__2020-07-07_SPD__AgedB6-0848,True
LL5-B6__2021-06-01_SPD__AgedB6-1433,True
LL5-B6__2021-06-01_SPD__AgedB6-1436,True
LL5-B6__2021-06-01_SPD__AgedB6-1438,True
LL5-B6__2021-06-01_SPD__AgedB6-1826,True
LL5-B6__2021-06-02_SPD__AgedB6-1427,True
LL5-B6__2021-06-02_SPD__AgedB6-2056,True
LL5-B6__2021-06-02_SPD__AgedB6-2057,True
LL5-B6__2021-06-02_SPD__AgedB6-2136,True
LL5-B6__2021-06-02_SPD__AgedB6-2166,True
LL5-B6__2021-06-02_SPD__AgedB6-2167,True
LL5-B6__2021-06-07_SPD__AgedB6-1462,True
LL5-B6__2021-06-07_SPD__AgedB6-1466,True
LL5-B6__2021-06-08_SPD__AgedB6-2164,True
LL5-B6__2021-06-08_SPD__AgedB6-2165,True
LL5-B6__2021-06-08_SPD__AgedB6-2210,True
LL5-B6__2021-06-08_SPD__AgedB6-2211,True
LL5-B6__2021-06-08_SPD__AgedB6-2212,True
LL5-B6__2021-06-08_SPD__AgedB6-2253,True
LL5-B6__2021-06-08_SPD__AgedB6-2279,True
LL5-B6__2021-06-08_SPD__AgedB6-2280,True
LL5-B6__2021-06-08_SPD__AgedB6-2281,True
LL5-B6__2021-06-08_SPD__AgedB6-2282,True
LL5-B6__2021-06-09_SPD__AgedB6-0856,True
LL5-B6__2021-06-14_SPD__AgedB6-2060,True
LL5-B6__2021-06-14_SPD__AgedB6-2061,True
LL5-B6__2021-06-14_SPD__AgedB6-2062,True
LL5-B6__2021-06-15_SPD__AgedB6-2268,True
LL5-B6__2021-06-17_SPD__AgedB6-2044,True
LL5-B6__2021-06-17_SPD__AgedB6-2045,True
LL5-B6__2021-06-17_SPD__AgedB6-2046,True
LL6-B2B__2019-09-04_SPD__LL6-1_AgedB6-0475,True
LL6-B2B__2019-09-04_SPD__LL6-3_AgedB6-0482,True
LL6-B2B__2019-09-04_SPD__LL6-4_AgedB6-0483,True
LL6-B2B__2019-09-04_SPD__LL6-4_AgedB6-0484,True
LL6-B2B__2019-12-23_SPD__LL6-1_AgedB6-0431,True
LL6-B2B__2019-12-23_SPD__LL6-1_AgedB6-0459,True
LL6-B2B__2019-12-23_SPD__LL6-2_AgedB6-0432,True
LL6-B2B__2019-12-23_SPD__LL6-2_AgedB6-0460,True
LL6-B2B__2019-12-23_SPD__LL6-3_AgedB6-0433,True
LL6-B2B__2019-12-24_SPD__LL6-1_AgedB6-0421,True
LL6-B2B__2019-12-24_SPD__LL6-2_AgedB6-0263,True
LL6-B2B__2019-12-24_SPD__LL6-3_AgedB6-0264,True
LL6-B2B__2019-12-24_SPD__LL6-4_AgedB6-0243,True
LL6-B2B__2020-01-02_SPD__LL6-2_AgedB6-0741,True
LL6-B2B__2020-01-02_SPD__LL6-3_AgedB6-0742,True
LL6-B2B__2020-01-02_SPD__LL6-4_AgedB6-0743,True
LL6-B2B__2020-01-03_SPD__LL6-1_AgedB6-0840,True
LL6-B2B__2020-01-03_SPD__LL6-2_AgedB6-0841,True
LL6-B2B__2020-01-03_SPD__LL6-3_AgedB6-0847,True
LL6-B2B__2020-01-03_SPD__LL6-4_AgedB6-0848,True
LL6-B2B__2020-01-16_SPD__LL6-2_AgedB6-0924,True
LL6-B2B__2020-01-16_SPD__LL6-3_AgedB6-0925,True
LL6-B2B__2020-01-16_SPD__LL6-4_AgedB6-0926,True
LL6-B2B__2020-01-17_SPD__LL6-1_AgedB6-0930,True
LL6-B2B__2020-01-17_SPD__LL6-1_AgedB6-0947,True
LL6-B2B__2020-01-17_SPD__LL6-2_AgedB6-0931,True
LL6-B2B__2020-01-17_SPD__LL6-2_AgedB6-0949,True
LL6-B2B__2020-01-17_SPD__LL6-3_AgedB6-0933,True
LL6-B2B__2020-01-17_SPD__LL6-3_AgedB6-0950,True
LL6-B2B__2020-01-17_SPD__LL6-4_AgedB6-0935,True
LL6-B2B__2020-01-17_SPD__LL6-4_AgedB6-0951,True
LL6-B2B__2020-06-15_SPD__AgedB6-1291,True
LL6-B2B__2020-06-15_SPD__AgedB6-1292,True
LL6-B2B__2020-06-15_SPD__AgedB6-1297,True
LL6-B2B__2020-06-15_SPD__AgedB6-1298,True
LL6-B2B__2020-06-16_SPD__AgedB6-1039,True
LL6-B2B__2020-06-16_SPD__AgedB6-1040,True
LL6-B2B__2020-06-16_SPD__AgedB6-1041,True
LL6-B2B__2020-06-16_SPD__AgedB6-1042,True
LL6-B2B__2020-06-16_SPD__AgedB6-1139,True
LL6-B2B__2020-06-17_SPD__AgedB6-0386,True
LL6-B2B__2020-06-17_SPD__AgedB6-0388,True
LL6-B2B__2020-06-17_SPD__AgedB6-1045,True
LL6-B2B__2020-06-17_SPD__AgedB6-1046,True
LL6-B2B__2020-06-17_SPD__AgedB6-1047,True
LL6-B2B__2020-06-17_SPD__AgedB6-1048,True
LL6-B2B__2020-06-17_SPD__AgedB6-1296,True
LL6-B2B__2020-06-25_SPD__AgedB6-1104,True
LL6-B2B__2020-06-25_SPD__AgedB6-1200,True
LL6-B2B__2020-06-25_SPD__AgedB6-1202,True
LL6-B2B__2020-06-25_SPD__AgedB6-1203,True
LL6-B2B__2020-06-26_SPD__AgedB6-1234,True
LL6-B2B__2020-06-26_SPD__AgedB6-1244,True
LL6-B2B__2020-06-26_SPD__AgedB6-1245,True
LL6-B2B__2020-06-26_SPD__AgedB6-1273,True
LL6-B2B__2020-06-26_SPD__AgedB6-1274,True
LL6-B2B__2020-06-26_SPD__AgedB6-1277,True
LL6-B2B__2020-07-06_SPD__AgedB6-0680,True
LL6-B2B__2020-07-06_SPD__AgedB6-0681,True
LL6-B2B__2020-07-06_SPD__AgedB6-0682,True
LL6-B2B__2020-07-06_SPD__AgedB6-0683,True
LL6-B2B__2020-07-06_SPD__AgedB6-0950,True
LL6-B2B__2020-07-06_SPD__AgedB6-0952,True
LL6-B2B__2020-07-06_SPD__AgedB6-1053,True
LL6-B2B__2020-07-06_SPD__AgedB6-1054,True
LL6-B2B__2020-07-06_SPD__AgedB6-1055,True
LL6-B2B__2020-07-07_SPD__AgedB6-0427,True
LL6-B2B__2020-07-07_SPD__AgedB6-0458,True
LL6-B2B__2020-07-07_SPD__AgedB6-0459,True
LL6-B2B__2020-07-07_SPD__AgedB6-0460,True
LL6-B2B__2020-07-07_SPD__AgedB6-0852,True
LL6-B2B__2020-07-07_SPD__AgedB6-0853,True
LL6-B2B__2020-07-07_SPD__AgedB6-0854,True
LL6-B2B__2020-07-07_SPD__AgedB6-0855,True
LL6-B6__2021-06-15_SPD__AgedB6-2265,True
LL6-B6__2021-06-15_SPD__AgedB6-2266,True
LL6-B6__2021-06-15_SPD__AgedB6-2267,True
LL6-B6__2021-06-17_SPD__AgedB6-2048,True
LL6-B6__2021-06-17_SPD__AgedB6-2049,True
