name,has_combined_result,has_combined_embedding
LL3-B6__2021-06-01_SPD__AgedB6-1523,True,True
LL3-B6__2021-06-01_SPD__AgedB6-1525,True,True
LL3-B6__2021-06-01_SPD__AgedB6-1531,True,True
LL3-B6__2021-06-07_SPD__AgedB6-1409,True,True
LL3-B6__2021-06-07_SPD__AgedB6-1410,True,True
LL3-B6__2021-06-08_SPD__AgedB6-2203,True,True
LL3-B6__2021-06-08_SPD__AgedB6-2271,True,True
LL3-B6__2021-06-08_SPD__AgedB6-2272,True,True
LL3-B6__2021-06-08_SPD__AgedB6-2273,True,True
LL3-B6__2021-06-08_SPD__AgedB6-2274,True,True
LL3-B6__2021-06-09_SPD__AgedB6-2288,True,True
LL3-B6__2022-04-29_MFS__DO2028_DO_F_8939,True,True
LL3-B6__2022-04-29_MFS__DO2029_DO_F_8940,True,True
LL3-B6__2022-04-29_MFS__DO2030_DO_F_8941,True,True
LL3-B6__2022-05-06_MFS__DO2116_DO_F_8972,True,True
LL3-B6__2022-05-06_MFS__DO2117_DO_F_8973,True,True
LL3-B6__2022-05-06_MFS__DO2118_DO_F_8974,True,True
LL3-B6__2022-05-06_MFS__DO2119_DO_F_8975,True,True
LL3-B6__2023-07-06_MFS__DO2279_DO_F_25083,True,True
LL3-B6__2023-07-06_MFS__DO2281_DO_F_25085,True,True
LL3-B6__2023-07-06_MFS__DO2282_DO_F_25086,True,True
LL3-B6__2023-07-06_MFS__DO2342_DO_M_25057,True,True
LL3-B6__2023-07-06_MFS__DO2343_DO_M_25058,True,True
LL3-B6__2023-07-10_MFS__DO2299_DO_F_25103,True,True
LL3-B6__2023-07-10_MFS__DO2300_DO_F_25104,True,True
LL3-B6__2023-07-10_MFS__DO2301_DO_F_25105,True,True
LL3-B6__2023-07-10_MFS__DO2302_DO_F_25106,True,True
LL3-B6__2023-07-10_MFS__DO2323_DO_F_25127,True,True
LL3-B6__2023-07-10_MFS__DO2325_DO_F_25129,True,True
LL3-B6__2023-07-10_MFS__DO2326_DO_F_25130,True,True
LL4-B2B__2019-09-04_SPD__LL4-1_AgedB6-0388,True,True
LL4-B2B__2019-09-04_SPD__LL4-1_AgedB6-0624,True,True
LL4-B2B__2019-09-04_SPD__LL4-2_AgedB6-0437,True,True
LL4-B2B__2019-09-04_SPD__LL4-2_AgedB6-0625,True,True
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0255,True,False
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0438,True,True
LL4-B2B__2019-09-04_SPD__LL4-3_AgedB6-0626,True,True
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0256,True,False
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0439,True,True
LL4-B2B__2019-09-04_SPD__LL4-4_AgedB6-0627,True,True
LL4-B2B__2019-12-23_SPD__LL4-1_AgedB6-0451,True,True
LL4-B2B__2019-12-23_SPD__LL4-1_AgedB6-0671,True,True
LL4-B2B__2019-12-23_SPD__LL4-2_AgedB6-0452,True,True
LL4-B2B__2019-12-23_SPD__LL4-2_AgedB6-0672,True,True
LL4-B2B__2019-12-23_SPD__LL4-3_AgedB6-0453,True,True
LL4-B2B__2019-12-23_SPD__LL4-3_AgedB6-0673,True,True
LL4-B2B__2019-12-23_SPD__LL4-4_AgedB6-0454,True,True
LL4-B2B__2019-12-23_SPD__LL4-4_AgedB6-0674,True,True
LL4-B2B__2019-12-24_SPD__LL4-1_AgedB6-0539,True,True
LL4-B2B__2019-12-24_SPD__LL4-2_AgedB6-0409,True,True
LL4-B2B__2019-12-24_SPD__LL4-3_AgedB6-0410,True,True
LL4-B2B__2019-12-24_SPD__LL4-4_AgedB6-0411,True,True
LL4-B2B__2020-01-02_SPD__LL4-1_AgedB6-0682,True,True
LL4-B2B__2020-01-02_SPD__LL4-2_AgedB6-0683,True,True
LL4-B2B__2020-01-02_SPD__LL4-2_AgedB6-0844,True,True
LL4-B2B__2020-01-02_SPD__LL4-3_AgedB6-0684,True,True
LL4-B2B__2020-01-02_SPD__LL4-3_AgedB6-0845,True,True
LL4-B2B__2020-01-02_SPD__LL4-4_AgedB6-0846,True,True
LL4-B2B__2020-01-03_SPD__LL4-1_AgedB6-0864,True,True
LL4-B2B__2020-01-03_SPD__LL4-1_AgedB6-0874,True,True
LL4-B2B__2020-01-03_SPD__LL4-2_AgedB6-0865,True,True
LL4-B2B__2020-01-03_SPD__LL4-2_AgedB6-0873,True,True
LL4-B2B__2020-01-03_SPD__LL4-3_AgedB6-0866,True,True
LL4-B2B__2020-01-03_SPD__LL4-3_AgedB6-0872,True,True
LL4-B2B__2020-01-16_SPD__LL4-1_AgedB6-0914,True,True
LL4-B2B__2020-01-16_SPD__LL4-3_AgedB6-0916,True,True
LL4-B2B__2020-01-17_SPD__LL4-1_AgedB6-0905,True,True
LL4-B2B__2020-01-17_SPD__LL4-1_AgedB6-0955,True,True
LL4-B2B__2020-01-17_SPD__LL4-2_AgedB6-0907,True,True
LL4-B2B__2020-01-17_SPD__LL4-2_AgedB6-1036,True,True
LL4-B2B__2020-01-17_SPD__LL4-3_AgedB6-0908,True,True
LL4-B2B__2020-01-17_SPD__LL4-3_AgedB6-0937,True,True
LL4-B2B__2020-01-17_SPD__LL4-4_AgedB6-0422,True,True
LL4-B2B__2020-06-15_SPD__AgedB6-0863,True,True
LL4-B2B__2020-06-15_SPD__AgedB6-0864,True,True
LL4-B2B__2020-06-15_SPD__AgedB6-0865,True,True
LL4-B2B__2020-06-15_SPD__AgedB6-1286,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-0752,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-0753,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-0755,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-0756,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-1128,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-1129,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-1130,True,True
LL4-B2B__2020-06-16_SPD__AgedB6-1134,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1166,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1172,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1173,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1174,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1182,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1183,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1184,True,True
LL4-B2B__2020-06-17_SPD__AgedB6-1185,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-0445,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-0446,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-1142,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-1149,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-1150,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-1151,True,True
LL4-B2B__2020-06-25_SPD__AgedB6-1195,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1225,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1227,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1228,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1229,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1261,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1262,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1276,True,True
LL4-B2B__2020-06-26_SPD__AgedB6-1278,True,True
LL4-B2B__2020-06-29_SPD__AgedB6-1070,True,True
LL4-B2B__2020-06-29_SPD__AgedB6-1071,True,True
LL4-B2B__2020-06-29_SPD__AgedB6-1072,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0534,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0538,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0539,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0547,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0675,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0937,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0938,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-0939,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-1062,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-1063,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-1280,True,True
LL4-B2B__2020-07-06_SPD__AgedB6-1281,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-0433,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-0434,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-0456,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-0457,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-0839,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-1217,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-1218,True,True
LL4-B2B__2020-07-07_SPD__AgedB6-1219,True,True
LL4-B6__2021-06-07_SPD__AgedB6-1416,True,True
LL4-B6__2021-06-07_SPD__AgedB6-1459,True,True
LL4-B6__2021-06-07_SPD__AgedB6-1460,True,True
LL4-B6__2021-06-07_SPD__AgedB6-1461,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2206,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2207,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2208,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2209,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2275,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2276,True,True
LL4-B6__2021-06-08_SPD__AgedB6-2277,True,True
LL4-B6__2021-06-14_SPD__AgedB6-2054,True,True
LL4-B6__2021-06-15_SPD__AgedB6-2179,True,True
LL4-B6__2022-05-06_MFS__DO2007_DO_F_8928,True,True
LL4-B6__2022-05-06_MFS__DO2008_DO_F_8929,True,True
LL4-B6__2022-05-06_MFS__DO2012_DO_F_8930,True,True
LL4-B6__2022-05-06_MFS__DO2122_DO_F_8977,True,True
LL4-B6__2022-05-13_MFS__DO2139_DO_F_8989,True,True
LL4-B6__2022-06-22_MFS__DO2034_DO_F_8945,True,True
LL4-B6__2022-06-22_MFS__DO2035_DO_F_8946,True,True
LL4-B6__2022-06-22_MFS__DO2036_DO_F_8947,True,True
LL4-B6__2022-06-22_MFS__DO2037_DO_F_8948,True,True
LL4-B6__2023-07-06_MFS__DO2344_DO_M_25059,True,True
LL4-B6__2023-07-06_MFS__DO2345_DO_M_25060,True,True
LL4-B6__2023-07-06_MFS__DO2346_DO_M_25061,True,True
LL4-B6__2023-07-06_MFS__DO2347_DO_M_25062,True,True
LL4-B6__2023-07-10_MFS__DO2304_DO_F_25108,True,True
LL4-B6__2023-07-10_MFS__DO2305_DO_F_25109,True,True
LL4-B6__2023-07-10_MFS__DO2306_DO_F_25110,True,True
LL4-B6__2023-07-10_MFS__DO2327_DO_F_25131,True,True
LL4-B6__2023-07-10_MFS__DO2328_DO_F_25132,True,True
LL4-B6__2023-07-10_MFS__DO2329_DO_F_25133,True,True
LL4-B6__2023-07-10_MFS__DO2330_DO_F_25134,True,True
LL5-B2B__2019-09-04_SPD__LL5-1_AgedB6-0440,True,True
LL5-B2B__2019-09-04_SPD__LL5-1_AgedB6-0628,True,True
LL5-B2B__2019-09-04_SPD__LL5-2_AgedB6-0441,True,True
LL5-B2B__2019-09-04_SPD__LL5-2_AgedB6-0472,True,True
LL5-B2B__2019-09-04_SPD__LL5-3_AgedB6-0442,True,True
LL5-B2B__2019-09-04_SPD__LL5-4_AgedB6-0474,True,True
LL5-B2B__2019-12-23_SPD__LL5-1_AgedB6-0427,True,True
LL5-B2B__2019-12-23_SPD__LL5-1_AgedB6-0455,True,True
LL5-B2B__2019-12-23_SPD__LL5-2_AgedB6-0456,True,True
LL5-B2B__2019-12-23_SPD__LL5-3_AgedB6-0429,True,True
LL5-B2B__2019-12-23_SPD__LL5-3_AgedB6-0457,True,True
LL5-B2B__2019-12-23_SPD__LL5-4_AgedB6-0430,True,False
LL5-B2B__2019-12-23_SPD__LL5-4_AgedB6-0458,True,True
LL5-B2B__2019-12-24_SPD__LL5-1_AgedB6-0412,True,True
LL5-B2B__2019-12-24_SPD__LL5-3_AgedB6-0414,True,True
LL5-B2B__2019-12-24_SPD__LL5-4_AgedB6-0415,True,True
LL5-B2B__2020-01-02_SPD__LL5-1_AgedB6-0849,True,True
LL5-B2B__2020-01-02_SPD__LL5-2_AgedB6-0850,True,True
LL5-B2B__2020-01-02_SPD__LL5-3_AgedB6-0851,True,True
LL5-B2B__2020-01-02_SPD__LL5-4_AgedB6-0739,True,True
LL5-B2B__2020-01-03_SPD__LL5-4_AgedB6-0839,True,True
LL5-B2B__2020-01-16_SPD__LL5-1_AgedB6-0918,True,True
LL5-B2B__2020-01-16_SPD__LL5-3_AgedB6-0921,True,True
LL5-B2B__2020-01-17_SPD__LL5-1_AgedB6-0939,True,True
LL5-B2B__2020-01-17_SPD__LL5-3_AgedB6-0928,True,True
LL5-B2B__2020-01-17_SPD__LL5-3_AgedB6-0945,True,True
LL5-B2B__2020-01-17_SPD__LL5-4_AgedB6-0929,True,True
LL5-B2B__2020-01-17_SPD__LL5-4_AgedB6-0946,True,True
LL5-B2B__2020-06-15_SPD__AgedB6-1287,True,True
LL5-B2B__2020-06-15_SPD__AgedB6-1288,True,True
LL5-B2B__2020-06-15_SPD__AgedB6-1289,True,True
LL5-B2B__2020-06-15_SPD__AgedB6-1290,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-0391,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-0407,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1037,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1038,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1135,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1136,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1137,True,True
LL5-B2B__2020-06-16_SPD__AgedB6-1138,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-0394,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1044,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1175,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1176,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1178,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1293,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1294,True,True
LL5-B2B__2020-06-17_SPD__AgedB6-1295,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1155,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1156,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1157,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1196,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1197,True,True
LL5-B2B__2020-06-25_SPD__AgedB6-1198,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1230,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1231,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1232,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1233,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1263,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1264,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1265,True,True
LL5-B2B__2020-06-26_SPD__AgedB6-1272,True,True
LL5-B2B__2020-06-29_SPD__AgedB6-1074,True,True
LL5-B2B__2020-06-29_SPD__AgedB6-1075,True,True
LL5-B2B__2020-06-29_SPD__AgedB6-1076,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0676,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0677,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0678,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0679,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0944,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0946,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-0947,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-1282,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-1283,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-1284,True,True
LL5-B2B__2020-07-06_SPD__AgedB6-1285,True,True
LL5-B2B__2020-07-07_SPD__AgedB6-0840,True,True
LL5-B2B__2020-07-07_SPD__AgedB6-0847,True,True
LL5-B2B__2020-07-07_SPD__AgedB6-0848,True,True
LL5-B6__2021-06-01_SPD__AgedB6-1433,True,True
LL5-B6__2021-06-01_SPD__AgedB6-1436,True,True
LL5-B6__2021-06-01_SPD__AgedB6-1438,True,True
LL5-B6__2021-06-01_SPD__AgedB6-1826,True,True
LL5-B6__2021-06-02_SPD__AgedB6-1427,True,False
LL5-B6__2021-06-02_SPD__AgedB6-2056,True,False
LL5-B6__2021-06-02_SPD__AgedB6-2057,True,True
LL5-B6__2021-06-02_SPD__AgedB6-2136,True,True
LL5-B6__2021-06-02_SPD__AgedB6-2166,True,True
LL5-B6__2021-06-02_SPD__AgedB6-2167,True,True
LL5-B6__2021-06-07_SPD__AgedB6-1462,True,True
LL5-B6__2021-06-07_SPD__AgedB6-1466,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2164,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2165,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2210,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2211,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2212,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2253,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2279,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2280,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2281,True,True
LL5-B6__2021-06-08_SPD__AgedB6-2282,True,True
LL5-B6__2021-06-09_SPD__AgedB6-0856,True,True
LL5-B6__2021-06-14_SPD__AgedB6-2060,True,True
LL5-B6__2021-06-14_SPD__AgedB6-2061,True,True
LL5-B6__2021-06-14_SPD__AgedB6-2062,True,True
LL5-B6__2021-06-15_SPD__AgedB6-2268,True,True
LL5-B6__2021-06-17_SPD__AgedB6-2044,True,True
LL5-B6__2021-06-17_SPD__AgedB6-2045,True,True
LL5-B6__2021-06-17_SPD__AgedB6-2046,True,True
LL5-B6__2022-04-29_MFS__DO2100_DO_F_8958,True,True
LL5-B6__2022-04-29_MFS__DO2102_DO_F_8959,True,True
LL5-B6__2022-05-06_MFS__DO2013_DO_F_8931,True,True
LL5-B6__2022-05-06_MFS__DO2040_DO_F_8949,True,True
LL5-B6__2022-05-13_MFS__DO2140_DO_F_8990,True,True
LL5-B6__2022-05-13_MFS__DO2141_DO_F_8991,True,True
LL5-B6__2022-05-13_MFS__DO2142_DO_F_8992,True,True
LL5-B6__2022-05-13_MFS__DO2143_DO_F_8993,True,True
LL5-B6__2022-05-20_MFS__DO2134_DO_F_8986,True,True
LL5-B6__2022-05-20_MFS__DO2137_DO_F_8987,True,True
LL5-B6__2022-05-20_MFS__DO2138_DO_F_8988,True,True
LL5-B6__2022-06-22_MFS__DO2107_DO_F_8964,True,True
LL5-B6__2022-06-22_MFS__DO2108_DO_F_8965,True,True
LL5-B6__2022-06-22_MFS__DO2109_DO_F_8966,True,True
LL5-B6__2022-06-22_MFS__DO2110_DO_F_8967,True,True
LL5-B6__2023-07-06_MFS__DO2348_DO_M_25063,True,True
LL5-B6__2023-07-06_MFS__DO2349_DO_M_25064,True,True
LL5-B6__2023-07-06_MFS__DO2350_DO_M_25065,True,True
LL5-B6__2023-07-06_MFS__DO2351_DO_M_25066,True,True
LL5-B6__2023-07-10_MFS__DO2307_DO_F_25111,True,True
LL5-B6__2023-07-10_MFS__DO2308_DO_F_25112,True,True
LL5-B6__2023-07-10_MFS__DO2310_DO_F_25114,True,True
LL5-B6__2023-07-10_MFS__DO2311_DO_F_25115,True,True
LL6-B2B__2019-09-04_SPD__LL6-1_AgedB6-0475,True,True
LL6-B2B__2019-09-04_SPD__LL6-3_AgedB6-0482,True,True
LL6-B2B__2019-09-04_SPD__LL6-4_AgedB6-0483,True,True
LL6-B2B__2019-09-04_SPD__LL6-4_AgedB6-0484,True,True
LL6-B2B__2019-12-23_SPD__LL6-1_AgedB6-0431,True,True
LL6-B2B__2019-12-23_SPD__LL6-1_AgedB6-0459,True,True
LL6-B2B__2019-12-23_SPD__LL6-2_AgedB6-0432,True,False
LL6-B2B__2019-12-23_SPD__LL6-2_AgedB6-0460,True,True
LL6-B2B__2019-12-23_SPD__LL6-3_AgedB6-0433,True,True
LL6-B2B__2019-12-24_SPD__LL6-1_AgedB6-0421,True,True
LL6-B2B__2019-12-24_SPD__LL6-2_AgedB6-0263,True,True
LL6-B2B__2019-12-24_SPD__LL6-3_AgedB6-0264,True,True
LL6-B2B__2019-12-24_SPD__LL6-4_AgedB6-0243,True,True
LL6-B2B__2020-01-02_SPD__LL6-2_AgedB6-0741,True,True
LL6-B2B__2020-01-02_SPD__LL6-3_AgedB6-0742,True,True
LL6-B2B__2020-01-02_SPD__LL6-4_AgedB6-0743,True,True
LL6-B2B__2020-01-03_SPD__LL6-1_AgedB6-0840,True,True
LL6-B2B__2020-01-03_SPD__LL6-2_AgedB6-0841,True,True
LL6-B2B__2020-01-03_SPD__LL6-3_AgedB6-0847,True,True
LL6-B2B__2020-01-03_SPD__LL6-4_AgedB6-0848,True,True
LL6-B2B__2020-01-16_SPD__LL6-2_AgedB6-0924,True,True
LL6-B2B__2020-01-16_SPD__LL6-3_AgedB6-0925,True,True
LL6-B2B__2020-01-16_SPD__LL6-4_AgedB6-0926,True,True
LL6-B2B__2020-01-17_SPD__LL6-1_AgedB6-0930,True,True
LL6-B2B__2020-01-17_SPD__LL6-1_AgedB6-0947,True,True
LL6-B2B__2020-01-17_SPD__LL6-2_AgedB6-0931,True,True
LL6-B2B__2020-01-17_SPD__LL6-2_AgedB6-0949,True,True
LL6-B2B__2020-01-17_SPD__LL6-3_AgedB6-0933,True,True
LL6-B2B__2020-01-17_SPD__LL6-3_AgedB6-0950,True,True
LL6-B2B__2020-01-17_SPD__LL6-4_AgedB6-0935,True,True
LL6-B2B__2020-01-17_SPD__LL6-4_AgedB6-0951,True,True
LL6-B2B__2020-06-15_SPD__AgedB6-1291,True,True
LL6-B2B__2020-06-15_SPD__AgedB6-1292,True,True
LL6-B2B__2020-06-15_SPD__AgedB6-1297,True,True
LL6-B2B__2020-06-15_SPD__AgedB6-1298,True,True
LL6-B2B__2020-06-16_SPD__AgedB6-1039,True,True
LL6-B2B__2020-06-16_SPD__AgedB6-1040,True,True
LL6-B2B__2020-06-16_SPD__AgedB6-1041,True,True
LL6-B2B__2020-06-16_SPD__AgedB6-1042,True,True
LL6-B2B__2020-06-16_SPD__AgedB6-1139,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-0386,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-0388,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-1045,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-1046,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-1047,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-1048,True,True
LL6-B2B__2020-06-17_SPD__AgedB6-1296,True,True
LL6-B2B__2020-06-25_SPD__AgedB6-1104,True,True
LL6-B2B__2020-06-25_SPD__AgedB6-1200,True,True
LL6-B2B__2020-06-25_SPD__AgedB6-1202,True,True
LL6-B2B__2020-06-25_SPD__AgedB6-1203,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1234,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1244,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1245,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1273,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1274,True,True
LL6-B2B__2020-06-26_SPD__AgedB6-1277,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0680,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0681,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0682,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0683,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0950,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-0952,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-1053,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-1054,True,True
LL6-B2B__2020-07-06_SPD__AgedB6-1055,True,True
LL6-B2B__2020-07-07_SPD__AgedB6-0427,True,True
LL6-B2B__2020-07-07_SPD__AgedB6-0458,True,True
LL6-B2B__2020-07-07_SPD__AgedB6-0459,True,True
LL6-B2B__2020-07-07_SPD__AgedB6-0460,True,True
